Line Item Value,Weight (Kilograms),Freight Cost (USD),Processing Time (Days),Shipment Mode_Truck,"Country_Congo, DRC",Country_C̫te d'Ivoire,Country_Mozambique,Country_Uganda,Country_Zambia,Delivery Quarter_1,Delivery Quarter_2,Delivery Quarter_3,Delivery Quarter_4,Vendor_encoded,Delayed
1025.1,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
61470.99,117.0,645.1,24.0,False,False,False,False,False,False,False,False,True,False,67,0
9800.0,109.0,782.13,24.0,False,False,False,False,False,False,False,False,True,False,56,0
11676.0,54.0,871.57,24.0,False,False,False,False,False,False,False,False,False,True,356,0
1049.4,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
92736.0,2719.0,18614.72,24.0,False,False,False,False,False,False,False,False,True,False,668,0
1547.68,115.0,1755.87,24.0,False,False,False,False,False,False,True,False,False,False,17,0
60900.0,2600.0,10179.16,24.0,False,False,False,False,False,False,False,False,False,True,668,0
696.5,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
171192.0,1224.0,4686.88,24.0,False,False,False,False,False,False,False,False,False,True,317,0
3675.0,34.0,180.0,24.0,False,False,False,False,False,False,False,False,True,False,5,0
323955.0,1053.0,11062.05,24.0,False,False,False,False,False,True,False,False,False,True,754,0
320.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,356,0
38000.0,562.0,11298.13,24.0,False,False,True,False,False,False,False,False,False,True,28,0
9750.0,1708.0,12830.91,24.0,False,False,True,False,False,False,True,False,False,False,17,0
453.6,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,68,1
10798.5,46.0,2698.04,24.0,False,False,False,False,False,False,False,False,False,True,754,0
450.0,1.0,578.01,24.0,False,False,False,False,False,False,False,False,False,True,356,0
6380.0,100.0,1122.24,24.0,False,False,False,False,False,True,True,False,False,False,98,0
1830.4,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
2745.6,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
858.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
91.35,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
1375.6,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
4050.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,5,0
2520000.0,4093.0,9339.0,24.0,False,False,False,False,False,False,False,True,False,False,68,0
2731.4,5209.0,25405.22,24.0,False,False,True,False,False,False,True,False,False,False,17,0
182400.0,1906.0,23914.8,24.0,False,False,False,True,False,False,True,False,False,False,356,0
51350.04,3509.0,12835.2,24.0,False,False,False,False,False,False,False,True,False,False,668,0
50400.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,668,0
72864.0,924.0,4225.93,24.0,False,False,False,False,False,False,True,False,False,False,175,0
20250.72,211.0,892.5,24.0,False,False,False,False,False,False,True,False,False,False,668,0
21536.4,644.0,6668.61,24.0,False,False,False,False,False,False,False,True,False,False,347,0
21526.32,237.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,347,0
185602.5,2800.0,12595.81,24.0,False,False,False,False,False,False,False,True,False,False,12,0
4734.0,11.0,463.0,24.0,False,False,False,False,False,False,False,False,True,False,67,0
760.0,43.0,260.0,24.0,False,False,False,False,False,False,True,False,False,False,67,0
402.88,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,67,0
472.88,10.0,893.22,24.0,False,False,False,False,False,False,False,True,False,False,347,0
47522.75,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,715,0
49840.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
3588.48,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
1152.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
10512.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
3384.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,715,0
1954.9,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
16642.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
1932.3,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
10665.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
134385.3,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
80640.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
35016.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
7000.0,48.0,1172.11,24.0,False,False,False,False,False,False,False,False,False,True,56,0
420864.0,2523.0,14806.48,24.0,False,False,True,False,False,False,False,True,False,False,347,0
15344.0,175.0,7642.97,24.0,False,False,True,False,False,False,False,False,True,False,347,0
1080.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
2816.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
19770.0,1047.0,3134.85,24.0,True,False,False,False,False,False,False,True,False,False,715,0
21000.0,144.0,3128.19,24.0,False,False,False,False,False,False,False,False,True,False,56,0
600000.0,2215.0,16835.31,24.0,False,False,False,False,False,False,False,False,True,False,754,0
511600.0,1915.0,24514.33,24.0,False,False,False,False,False,False,False,False,True,False,754,0
386384.88,4482.0,37404.74,24.0,False,False,False,False,False,False,False,False,True,False,277,0
110000.0,1101.0,8074.03,24.0,False,False,True,False,False,False,False,False,True,False,28,0
613.76,48.0,3366.04,24.0,False,False,False,False,False,False,False,False,True,False,347,0
39025.0,1804.0,6341.88,24.0,False,False,False,False,False,False,False,False,True,False,668,0
1750.0,12.0,684.42,24.0,False,False,False,False,False,False,False,True,False,False,56,1
5025.0,48.0,401.97,24.0,False,False,False,False,False,False,False,False,True,False,754,0
2800.0,148.0,14.36,24.0,False,False,False,False,False,False,False,False,True,False,67,0
7040.0,79.0,1736.18,24.0,False,False,False,False,False,False,False,True,False,False,356,0
490.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
41300.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,False,True,715,0
2838.2,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,False,True,715,0
11076.45,165.0,1816.57,24.0,False,False,True,False,False,False,False,True,False,False,28,0
2400.0,15.0,1039.5,24.0,False,False,True,False,False,False,False,False,True,False,56,0
19600.0,555.0,3292.15,24.0,False,False,False,False,False,False,False,False,False,True,67,0
6000.0,36.0,1195.29,24.0,False,False,False,False,False,False,False,False,False,True,56,0
11096.8,135.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,10,0
2994.9,479.0,4861.14,24.0,False,False,False,False,False,False,False,False,False,True,668,0
276100.0,2575.0,18772.94,24.0,False,False,False,False,False,False,True,False,False,False,175,0
144205.0,9170.0,42453.21,24.0,False,False,False,False,False,False,True,False,False,False,93,0
36000.0,316.0,4989.87,24.0,False,False,False,False,False,False,False,False,False,True,356,0
3288.0,25.0,5869.655000000001,24.0,False,False,False,True,False,False,True,False,False,False,347,0
525000.0,6813.0,31858.09,24.0,False,False,False,False,False,False,False,True,False,False,175,0
1087970.4,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,175,0
202340.5,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,175,0
16000.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,21,0
187500.0,2348.0,21439.59,24.0,False,False,False,False,False,False,False,False,True,False,175,0
28500.0,402.0,4445.75,24.0,False,False,False,False,False,False,True,False,False,False,28,1
372000.0,1707.0,24859.45,24.0,False,False,False,False,False,False,True,False,False,False,21,0
14981.5,306.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,False,True,67,0
280000.0,1194.0,5858.57,24.0,False,False,False,False,False,False,False,False,True,False,21,0
40565.0,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,False,True,67,0
1920.0,960.0,13762.41,24.0,False,False,False,False,False,False,False,False,False,True,668,0
2100.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,668,0
2100.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,668,0
40500.0,332.0,4454.62,24.0,False,False,False,False,False,False,False,False,False,True,668,0
277425.0,1955.0,16095.39,24.0,False,False,False,False,False,False,False,False,False,True,668,0
41095.0,117.0,1767.38,24.0,False,False,False,False,False,False,False,False,True,False,347,0
200000.0,3336.0,25165.3,24.0,False,False,False,False,False,False,False,False,True,False,98,0
27353.0,157.0,7922.24,24.0,False,False,False,False,False,False,True,False,False,False,41,0
1447.8,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,38,0
2850.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,38,0
18333.0,337.0,2535.4,24.0,False,False,False,False,False,False,True,False,False,False,347,0
270000.0,3336.0,28002.75,24.0,False,False,False,False,False,False,True,False,False,False,109,0
30222.5,113.0,1511.25,24.0,False,False,False,False,False,False,True,False,False,False,317,0
2100.0,125.0,2429.85,24.0,False,False,False,False,False,False,True,False,False,False,668,0
17500.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,56,0
51993.5,148.0,2577.27,24.0,False,False,False,False,False,False,True,False,False,False,754,0
573.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,38,0
14400.0,154.0,2496.62,24.0,False,False,False,False,False,False,False,False,True,False,356,0
277290.0,2907.0,18864.37,24.0,False,False,False,False,False,False,False,False,True,False,109,0
288000.0,9000.0,55746.59,24.0,False,False,False,True,False,False,True,False,False,False,356,0
193280.0,2052.0,24689.0,24.0,False,False,False,False,False,True,False,True,False,False,356,0
43.0,284.0,5869.655000000001,24.0,False,False,False,False,False,True,False,True,False,False,754,0
7803.0,79.0,1104.69,24.0,False,False,True,False,False,False,True,False,False,False,109,0
215970.0,682.0,5298.9,24.0,False,False,False,True,False,False,False,False,True,False,754,0
0.7,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,True,False,False,754,0
78120.0,255.0,5175.72,24.0,False,False,True,False,False,False,False,False,True,False,754,0
78120.0,256.0,7118.12,24.0,False,False,True,False,False,False,False,False,False,True,754,0
26624.0,832.0,3740.04,24.0,False,False,False,False,False,False,False,True,False,False,356,0
15333.87,49.0,959.46,24.0,False,False,False,False,False,False,False,False,True,False,754,0
3500.0,39.0,604.0,24.0,False,False,False,False,False,False,False,True,False,False,56,0
16.34,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,754,0
15760.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
47.28,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
10925.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
29232.0,507.0,4159.45,24.0,False,False,False,False,False,False,False,False,True,False,668,0
77145.6,522.0,3796.05,24.0,False,False,False,False,False,False,False,True,False,False,317,0
2.5,17.0,5869.655000000001,24.0,False,False,True,False,False,False,False,True,False,False,754,0
4614.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
4155.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
1849.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
11.3,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,754,0
2800.0,81.0,3013.09,24.0,False,False,False,False,False,False,False,False,False,True,67,0
15631.0,502.0,7575.6,24.0,False,False,False,False,False,False,False,False,True,False,93,0
24783.3,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
11060.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
16630.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
435.9,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
78610.0,257.0,2851.72,24.0,False,False,False,False,False,False,False,False,False,True,754,0
47260.0,234.0,5446.06,24.0,False,False,False,False,False,False,False,False,True,False,356,0
569281.31,5311.0,30408.04,24.0,False,False,False,False,False,False,False,False,True,False,668,0
725539.69,6768.0,38120.96,24.0,False,False,False,False,False,False,False,False,True,False,668,0
37023.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,668,0
26143.5,1114.0,5822.44,24.0,False,False,False,False,False,False,False,False,False,True,668,0
663.5,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,1
715.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
1096.2,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
150.48,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
30.0,889.0,7303.52,24.0,False,False,False,False,False,True,False,False,True,False,754,0
15333.87,49.0,1047.39,24.0,False,False,False,False,False,False,False,False,False,True,754,0
65.02,1927.0,24870.05,24.0,False,False,False,False,False,False,False,False,False,True,754,0
549931.25,1566.0,19992.75,24.0,False,False,False,False,False,False,False,False,True,False,754,0
35674.8,113.0,2709.98,24.0,False,False,False,False,False,False,False,False,False,True,347,0
12540.0,159.0,2568.6,24.0,False,False,False,False,False,False,False,False,False,True,668,0
85596.0,613.0,3247.73,24.0,False,False,False,False,False,False,False,False,False,True,317,0
26448.0,323.0,2335.19,24.0,False,False,False,False,False,False,False,False,False,True,175,0
4050.0,34.0,648.27,24.0,False,False,False,False,False,False,False,False,False,True,5,0
160866.0,2147.0,11066.17,24.0,False,False,False,False,False,False,False,False,False,True,109,0
107514.0,1445.0,7303.25,24.0,False,False,False,False,False,False,False,False,False,True,109,0
160954.0,5057.0,44347.71,24.0,False,False,False,False,False,False,False,False,False,True,70,0
7080.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
557.6,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
79810.0,2509.0,19882.25,24.0,False,False,False,False,False,False,True,False,False,False,70,0
80730.0,2535.0,22433.91,24.0,False,False,False,False,False,False,False,False,False,True,70,0
12706.65,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,5,0
17400.0,581.0,2653.27,24.0,False,False,False,False,False,False,False,False,False,True,668,0
20410.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
733.2,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
424.08,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
540.4,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
460080.0,1723.0,22451.67,24.0,False,False,False,False,False,False,False,True,False,False,754,0
225.0,3.0,963.34,24.0,False,False,False,False,False,False,True,False,False,False,2,0
2700.0,28.0,692.38,24.0,False,False,False,False,False,False,True,False,False,False,109,0
2176.0,22.0,1003.52,24.0,False,False,False,False,False,False,True,False,False,False,356,0
21600.0,2228.0,9809.7,24.0,False,False,False,False,False,False,False,True,False,False,668,0
7805.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,668,0
1260000.0,2067.0,7933.38,24.0,False,False,False,False,False,False,False,True,False,False,68,0
117600.0,382.0,3241.06,24.0,False,False,False,False,False,False,True,False,False,False,754,0
10500.0,187.0,1903.54,24.0,False,False,False,False,False,False,False,True,False,False,668,0
648000.0,2655.0,25052.69,24.0,False,False,False,True,False,False,False,True,False,False,754,0
3359.84,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,715,0
24583.3,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,715,0
3390.85,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,715,0
36582.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
19062.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
16307.2,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
371.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,715,0
2920.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,715,0
4035.2,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,715,0
1100.4,3000.0,428.91,24.0,False,False,False,False,True,False,False,True,False,False,67,0
160900.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
2265.9,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
15150.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,715,0
71344.0,719.0,853.88,24.0,False,False,False,False,False,False,False,True,False,False,175,0
1440.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,715,0
43.2,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
43.2,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
38250.0,130.0,1859.79,24.0,False,False,False,False,False,False,False,True,False,False,754,0
24840.0,87.0,1205.7,24.0,False,False,False,False,False,False,False,False,True,False,754,0
300.2,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,715,0
3000.3,69.0,1332.43,24.0,False,False,False,False,False,False,False,True,False,False,347,0
160.0,2.0,12561.4,24.0,False,False,False,False,False,False,False,True,False,False,356,0
159840.0,4995.0,275.0,24.0,False,False,False,False,False,False,False,True,False,False,356,0
83844.0,309.0,3777.93,24.0,False,False,False,False,False,False,False,False,True,False,347,0
317528.28,3393.0,30661.5,24.0,False,False,False,False,False,False,False,False,True,False,317,0
110000.0,1073.0,8114.11,24.0,False,False,True,False,False,False,False,True,False,False,28,1
56000.0,195.0,2008.54,24.0,False,False,False,False,False,False,False,True,False,False,754,0
1950.0,30.0,4111.71,24.0,False,False,False,False,False,False,False,True,False,False,668,0
15400.0,158.0,4318.21,24.0,False,False,True,False,False,False,False,True,False,False,28,0
3800.0,251.0,1484.75,24.0,False,False,False,False,False,False,False,False,True,False,175,0
840.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,67,0
438.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,False,True,715,0
1475.2,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,715,0
144000.0,590.0,5962.58,24.0,False,False,False,False,False,True,False,False,False,True,754,0
224625.27,589.0,314.0,24.0,False,False,False,False,False,False,False,False,True,False,1,0
7535.0,107.0,1845.74,24.0,False,False,True,False,False,False,False,False,True,False,28,0
7875.0,29.0,854.34,24.0,False,False,False,False,False,False,False,False,False,True,356,0
17000.0,61.0,7682.69,24.0,False,False,False,False,False,False,False,False,True,False,4,0
152250.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,668,0
338000.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,668,0
1809.6,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,668,0
2041.2,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,668,0
19071.3,316.0,3850.8,24.0,False,False,False,False,False,True,True,False,False,False,668,0
432009.2,3217.0,14364.29,24.0,False,False,False,False,False,True,False,False,False,True,668,0
16906.8,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,668,0
356.9,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,668,0
1018132.0,11179.0,49824.57,24.0,False,False,False,False,False,True,False,False,False,True,668,0
5050.0,3822.0,25124.12,24.0,False,False,False,False,False,False,True,False,False,False,668,0
2440.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,175,0
10000.0,60.0,1498.02,24.0,False,False,False,False,False,False,True,False,False,False,56,0
187500.0,2336.0,21150.56,24.0,False,False,False,False,False,False,False,False,True,False,175,0
68952.0,1072.0,5869.655000000001,24.0,False,False,False,False,False,True,False,True,False,False,67,0
20000.0,120.0,3004.62,24.0,False,False,True,False,False,False,False,True,False,False,56,0
270000.0,3045.0,28118.58,24.0,False,False,False,False,False,False,False,False,True,False,109,0
310500.0,3276.0,43664.71,24.0,False,False,False,False,False,False,False,False,True,False,109,1
216000.0,2603.0,22838.29,24.0,False,False,False,False,False,False,False,False,True,False,109,0
277425.0,2895.0,18045.24,24.0,False,False,False,False,False,False,False,False,False,True,668,0
950.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,668,0
5600.0,161.0,2514.05,24.0,False,False,False,False,False,False,False,False,False,True,67,0
16440.0,340.0,2326.1,24.0,False,False,False,False,False,False,False,False,True,False,347,0
200000.0,3336.0,27791.62,24.0,False,False,False,False,False,False,False,False,False,True,98,0
100000.0,1456.0,14505.37,24.0,False,False,False,False,False,False,True,False,False,False,98,0
11250.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,754,0
54350.75,2318.0,6755.81,24.0,False,False,False,False,False,False,False,False,False,True,668,1
71040.0,732.0,6524.19,24.0,False,False,False,False,False,False,False,False,False,True,356,0
3313.8,6.0,5869.655000000001,24.0,False,False,False,False,True,False,True,False,False,False,67,0
3630.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,38,0
535.2,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,38,0
443.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,38,0
144000.0,2300.0,38425.29,24.0,False,False,False,False,False,False,True,False,False,False,356,0
600.0,83.0,2426.05,24.0,False,False,False,False,False,False,True,False,False,False,668,0
278.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,356,0
556.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,356,0
696.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,38,0
23808.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,38,0
